,Datetime,Tweet Id,Text,Retweet Count,Followers,Likes,Username
0,2020-10-30 16:33:57+00:00,1322215172837122051,% Below 52-week high...$PG: -4%$GOOGL: -5%$WMT: -6%$UNH: -7%$HD: -8%$JNJ: -11%$PYPL: -12%$BRKB: -13%$FB: -13%$MSFT: -13%$AMZN: -13%$NVDA: -13%$NFLX: -14%$V: -16%$ADBE:  -16%$AAPL: -18%$ZM: -18%$DIS: -20%$TSLA: -22%$JPM: -29%$BAC: -33%$INTC: -34%$BA: -61%,91,492315,402,charliebilello
1,2020-10-29 23:48:20+00:00,1321962103113211904,"Q3 Revenue Growth, YoY % Change...Tesla $TSLA: +39.1%Amazon $AMZN: +37.4%Netflix $NFLX: +22.8%.Facebook $FB: +21.6%Google $GOOGL: +14.0%Microsoft $MSFT: +12.4%Apple $AAPL: +1.0%S&amp;P 500: -5%Data via @ycharts",179,492315,642,charliebilello
2,2020-10-28 14:10:54+00:00,1321454397407268869,The thing about risk is that it happens fast. $MSFT $AAPL $GOOGL $FB $AMZN https://t.co/SQlwoZxKjg,87,51413,269,JesseCohenInv
3,2020-10-27 20:42:31+00:00,1321190563769700352,Microsoft Revenues were up 12% over the last year. Microsoft stock is up 53% over the last year. $MSFTData via @ycharts https://t.co/pJdzrN6u9M,62,492315,268,charliebilello
4,2020-10-27 20:15:38+00:00,1321183799166816264,EARNINGS: Microsoft Q1 EPS $1.82 vs. $1.54 Est.; Q1 Revs. $37.15B vs. $35.72B Est. • $MSFT https://t.co/5b7EsbUdYk https://t.co/9bSrqsr3p3,117,775388,434,CNBCnow
5,2020-10-27 20:05:54+00:00,1321181347755528193,$MSFT | Microsoft Q1 21 Earnings Results:- EPS: $1.82 (Estimate: $1.55)- Revenue: $37.2B (Estimate: $35.75B),68,261531,194,LiveSquawk
6,2020-10-27 13:30:00+00:00,1321081716325392386,"$1,000 invested in 2010 is currently worth:$X                  $191            $GE               $691$XOM            $713$KO            $2,445$SPY          $3,779$QQQ        $6,844$MSFT       $8,875$AMZN    $23,959$TSLA      $87,903",38,405603,247,BrianFeroldi
7,2020-10-25 22:52:40+00:00,1320498540783783937,Thanks to #Bitcoin  $MSTR is gonna buy $MSFT,31,492248,462,maxkeiser
8,2020-10-24 15:38:05+00:00,1320026788387434496,Valuation increased in 2020$AMZN Amazon:   +$689B$AAPL  Apple:        +$662B$MSFT Microsoft: +$410B$TSLA  Tesla:         +$317B$FB      Facebook: +$226B$GOOG Google:    +$178B,49,191010,598,vincent13031925
9,2020-10-24 13:45:04+00:00,1319998344442335233,Some implied moves for #earnings next week - 1160 companies reporting(1of4):$AMZN 7.0%$AAPL 6.0%$FB 7.4%$GOOGL 5.4%$MSFT 4.5%$AMD 8.8%$BA 6.1%$SHOP 8.1%$TWTR 11.5%$FSLY 12.3%$SPOT 8.9%$ETSY 11.8%$SBUX 4.5%$ATVI 6.0%$MGM 8.7%$TEAM 8.1%$CVNA 11.9%$SHAK 11.6%,58,127363,274,OMillionaires
10,2020-10-24 12:21:34+00:00,1319977329972727810,#earnings for the week https://t.co/lObOE0dgsr $AAPL $AMZN $MSFT $AMD $UPS $FB $SHOP $BA $HAS $PFE $SMPL $MMM $TWLO $GE $FSLY $PINS $NOK $TWTR $MRNA $CHGG $ETSY $SAP $CAT $LGND $FVRR $SPOT $GOOGL $LLY $GILD $RTX $TDOC $OSTK $V $ATVI $MA $XOM $ABBV $HCA $SHW $F $NVS $NRZ $MRK https://t.co/6qEkIXEUcf,676,391860,1993,eWhispers
11,2020-10-16 01:34:08+00:00,1316915295420895233,"Most drive to work in their car $F, pick up their favorite coffee $SBUX, login to their computer operated by $MSFT, search for answers on $GOOGL, get bored and shop on $AMZN, then go home to watch $NFLXMoney is being made all around you, you need to stake your equitable claim",90,75448,438,thewealthdad
12,2020-10-15 00:42:36+00:00,1316539938112966658,"Stock returns over the last 10 years and value of initial $1000 investment.$TSLA +11,467% - $115,672$AMZN +2,582% - $26,822$AAPL +1,944% - $20,448$SQ 1,332% - $14,323$MSFT +903% - $10,036$SBUX +876% - $9,764Lesson in this?Let your winners run.",33,30803,192,cadeinvests
13,2020-10-12 18:31:40+00:00,1315721815222878209,"Bought $AMZN on Thursday; nice day today... up 10% right out of the gate. Megacaps on the move AGAIN! $AAPL, $FB, $NVDA, $MSFT, $PYPL, $TSLA all coming out of bases.",52,460898,594,markminervini
14,2020-10-09 20:33:00+00:00,1314665185726984192,"$MSFT has declined: 10% - 27 times 20% - 9 times 30% - 3 times 40% - 2 times 75% - 1 time Returns since IPO: 216,300% Volatility is normal",47,405603,464,BrianFeroldi
15,2020-10-09 13:07:57+00:00,1314553187236483072,*MICROSOFT IS LETTING EMPLOYEES WORK FROM HOME PERMANENTLY - THE VERGE$MSFT,83,913295,285,Investingcom
16,2020-10-09 11:38:12+00:00,1314530601215680513,MICROSOFT IS LETTING EMPLOYEES WORK FROM HOME PERMANENTLY - THE VERGE$MSFT,595,619341,2498,DeItaone
